,Year,Major,Gender,Admission
10625,1973,Other,F,Rejected
10626,1973,School of Political Science and International Relations,M,Rejected
10627,1973,Other,M,Rejected
10628,1973,School of Medicine,F,Rejected
10629,1973,Other,M,Rejected
10630,1973,Other,M,Rejected
10631,1973,Other,M,Rejected
10632,1973,Other,F,Accepted
10633,1973,Other,M,Accepted
10634,1973,School of Political Science and International Relations,F,Rejected
10635,1973,Other,F,Rejected
10636,1973,Department of Psychology,M,Rejected
10637,1973,Other,M,Accepted
10638,1973,Other,M,Accepted
10639,1973,Other,M,Rejected
10640,1973,Other,M,Rejected
10641,1973,Other,M,Rejected
10642,1973,Department of Physics and Astronomy,M,Accepted
10643,1973,Department of Physics and Astronomy,M,Accepted
10644,1973,Other,M,Accepted
10645,1973,School of Political Science and International Relations,F,Accepted
10646,1973,Other,F,Rejected
10647,1973,Other,M,Rejected
10648,1973,Other,F,Rejected
10649,1973,Department of Physics and Astronomy,M,Accepted
10650,1973,Other,F,Accepted
10651,1973,Other,F,Rejected
10652,1973,Other,F,Rejected
10653,1973,Other,M,Accepted
10654,1973,Other,F,Rejected
10655,1973,Department of Mechanical Engineering,M,Rejected
10656,1973,Department of Physics and Astronomy,M,Rejected
10657,1973,Other,F,Accepted
10658,1973,Other,M,Rejected
10659,1973,Other,M,Accepted
10660,1973,Other,M,Rejected
10661,1973,Other,F,Rejected
10662,1973,Other,M,Accepted
10663,1973,Department of Physics and Astronomy,M,Accepted
10664,1973,Other,F,Rejected
10665,1973,Department of Physics and Astronomy,M,Accepted
10666,1973,Other,M,Rejected
10667,1973,Other,M,Rejected
10668,1973,School of Medicine,M,Rejected
10669,1973,Department of Mechanical Engineering,M,Rejected
10670,1973,Other,F,Rejected
10671,1973,Department of Mechanical Engineering,M,Rejected
10672,1973,Other,M,Rejected
10673,1973,Department of Mechanical Engineering,M,Rejected
10674,1973,Other,M,Accepted
10675,1973,Other,M,Accepted
10676,1973,Other,F,Rejected
10677,1973,Department of Economics,M,Rejected
10678,1973,School of Political Science and International Relations,F,Accepted
10679,1973,Other,M,Rejected
10680,1973,Other,M,Rejected
10681,1973,Other,F,Rejected
10682,1973,School of Political Science and International Relations,F,Rejected
10683,1973,Other,M,Accepted
10684,1973,School of Medicine,F,Rejected
10685,1973,Other,M,Accepted
10686,1973,Department of Mechanical Engineering,M,Rejected
10687,1973,Other,M,Accepted
10688,1973,Other,M,Rejected
10689,1973,Department of Mechanical Engineering,M,Rejected
10690,1973,Other,M,Rejected
10691,1973,School of Medicine,M,Rejected
10692,1973,School of Medicine,M,Rejected
10693,1973,Other,F,Rejected
10694,1973,School of Political Science and International Relations,F,Rejected
10695,1973,Other,M,Rejected
10696,1973,Other,F,Accepted
10697,1973,Department of Mechanical Engineering,M,Rejected
10698,1973,Department of Psychology,F,Rejected
10699,1973,Department of Mechanical Engineering,F,Rejected
10700,1973,Other,F,Rejected
10701,1973,Other,M,Accepted
10702,1973,Other,F,Rejected
10703,1973,Department of Physics and Astronomy,M,Accepted
10704,1973,Department of Physics and Astronomy,M,Accepted
10705,1973,Other,M,Accepted
10706,1973,School of Medicine,F,Rejected
10707,1973,Department of Physics and Astronomy,M,Accepted
10708,1973,Other,M,Rejected
10709,1973,Other,M,Rejected
10710,1973,Other,M,Accepted
10711,1973,Other,F,Accepted
10712,1973,Other,M,Rejected
10713,1973,Other,M,Rejected
10714,1973,Other,M,Rejected
10715,1973,Other,M,Accepted
10716,1973,School of Medicine,F,Accepted
10717,1973,Other,F,Accepted
10718,1973,Other,M,Rejected
10719,1973,Other,M,Accepted
10720,1973,School of Medicine,F,Rejected
10721,1973,Other,M,Rejected
10722,1973,Other,F,Accepted
10723,1973,Other,F,Rejected
10724,1973,Other,M,Rejected
10725,1973,Other,M,Accepted
10726,1973,Department of Physics and Astronomy,M,Accepted
10727,1973,Other,M,Accepted
10728,1973,Department of Physics and Astronomy,M,Accepted
10729,1973,Other,F,Rejected
10730,1973,Other,M,Rejected
10731,1973,Other,M,Rejected
10732,1973,Department of Economics,M,Accepted
10733,1973,Department of Economics,M,Accepted
10734,1973,Other,M,Accepted
10735,1973,Other,M,Rejected
10736,1973,Other,M,Rejected
10737,1973,Other,M,Rejected
10738,1973,Department of Mechanical Engineering,M,Rejected
10739,1973,Other,M,Rejected
10740,1973,Other,F,Rejected
10741,1973,Other,F,Rejected
10742,1973,Department of Economics,M,Accepted
10743,1973,Other,M,Accepted
10744,1973,School of Medicine,M,Rejected
10745,1973,Department of Mechanical Engineering,M,Rejected
10746,1973,Other,M,Rejected
10747,1973,Department of Psychology,M,Rejected
10748,1973,Department of Physics and Astronomy,M,Rejected
10749,1973,Department of Physics and Astronomy,F,Accepted
10750,1973,Other,F,Accepted
10751,1973,Department of Economics,M,Accepted
10752,1973,Other,M,Accepted
10753,1973,Other,M,Rejected
10754,1973,Other,F,Rejected
10755,1973,Department of Physics and Astronomy,M,Accepted
10756,1973,School of Medicine,F,Rejected
10757,1973,Other,M,Rejected
10758,1973,Other,M,Rejected
10759,1973,Other,F,Rejected
10760,1973,Other,M,Accepted
10761,1973,Other,M,Rejected
10762,1973,Other,F,Rejected
10763,1973,Other,M,Rejected
10764,1973,Department of Economics,M,Accepted
10765,1973,Other,F,Rejected
10766,1973,Other,F,Rejected
10767,1973,School of Political Science and International Relations,F,Rejected
10768,1973,Department of Physics and Astronomy,M,Accepted
10769,1973,Department of Physics and Astronomy,M,Accepted
10770,1973,Department of Physics and Astronomy,M,Rejected
10771,1973,Other,F,Rejected
10772,1973,Department of Economics,M,Accepted
10773,1973,Other,M,Rejected
10774,1973,Department of Economics,M,Accepted
10775,1973,Other,M,Accepted
10776,1973,Other,M,Accepted
10777,1973,Department of Mechanical Engineering,M,Rejected
10778,1973,Other,F,Rejected
10779,1973,Other,M,Rejected
10780,1973,Other,F,Accepted
10781,1973,Other,M,Rejected
10782,1973,Other,F,Rejected
10783,1973,Other,F,Rejected
10784,1973,Other,M,Accepted
10785,1973,School of Political Science and International Relations,F,Accepted
10786,1973,School of Political Science and International Relations,F,Rejected
10787,1973,Other,M,Rejected
10788,1973,School of Medicine,M,Accepted
10789,1973,Other,M,Rejected
10790,1973,Other,M,Accepted
10791,1973,Other,M,Rejected
10792,1973,Other,F,Rejected
10793,1973,Other,F,Rejected
10794,1973,School of Political Science and International Relations,F,Rejected
10795,1973,Department of Economics,M,Accepted
10796,1973,Other,M,Rejected
10797,1973,Other,M,Accepted
10798,1973,Other,M,Accepted
10799,1973,Department of Physics and Astronomy,M,Accepted
10800,1973,Department of Mechanical Engineering,F,Accepted
10801,1973,School of Medicine,F,Rejected
10802,1973,Other,M,Accepted
10803,1973,School of Medicine,F,Rejected
10804,1973,Department of Mechanical Engineering,F,Rejected
10805,1973,Other,M,Rejected
10806,1973,Department of Psychology,M,Accepted
10807,1973,School of Medicine,F,Rejected
10808,1973,Other,M,Accepted
10809,1973,Department of Mechanical Engineering,F,Accepted
10810,1973,Other,M,Accepted
10811,1973,Other,M,Accepted
10812,1973,Department of Mechanical Engineering,F,Accepted
10813,1973,Other,F,Rejected
10814,1973,Other,M,Accepted
10815,1973,Department of Psychology,M,Rejected
10816,1973,Other,F,Rejected
10817,1973,Department of Physics and Astronomy,M,Accepted
10818,1973,Other,M,Rejected
10819,1973,Other,F,Rejected
10820,1973,Other,M,Accepted
10821,1973,Other,F,Accepted
10822,1973,School of Political Science and International Relations,F,Rejected
10823,1973,Other,M,Accepted
10824,1973,Other,M,Rejected
10825,1973,Other,M,Accepted
10826,1973,Other,M,Accepted
10827,1973,Other,M,Rejected
10828,1973,Other,M,Accepted
10829,1973,Department of Economics,F,Accepted
10830,1973,Other,M,Accepted
10831,1973,Department of Economics,M,Accepted
10832,1973,Department of Economics,M,Rejected
10833,1973,Other,F,Rejected
10834,1973,Other,F,Rejected
10835,1973,Other,M,Rejected
10836,1973,Department of Physics and Astronomy,M,Rejected
10837,1973,School of Medicine,F,Accepted
10838,1973,School of Medicine,F,Rejected
10839,1973,Other,M,Rejected
10840,1973,Other,M,Accepted
10841,1973,Other,M,Rejected
10842,1973,Other,M,Accepted
10843,1973,Other,M,Rejected
10844,1973,School of Medicine,F,Rejected
10845,1973,Department of Economics,M,Accepted
10846,1973,Other,M,Rejected
10847,1973,School of Medicine,M,Accepted
10848,1973,Other,M,Rejected
10849,1973,School of Political Science and International Relations,F,Accepted
10850,1973,Other,M,Accepted
10851,1973,School of Medicine,M,Rejected
10852,1973,Other,F,Rejected
10853,1973,Other,M,Accepted
10854,1973,Other,M,Accepted
10855,1973,Other,F,Accepted
10856,1973,Other,M,Accepted
10857,1973,Other,M,Rejected
10858,1973,Other,M,Rejected
10859,1973,Department of Physics and Astronomy,M,Accepted
10860,1973,School of Political Science and International Relations,F,Rejected
10861,1973,Other,F,Rejected
10862,1973,Other,F,Rejected
10863,1973,Other,M,Accepted
10864,1973,Other,M,Accepted
10865,1973,Other,M,Rejected
10866,1973,Other,M,Accepted
10867,1973,Other,M,Rejected
10868,1973,Department of Physics and Astronomy,M,Accepted
10869,1973,Department of Mechanical Engineering,F,Rejected
10870,1973,Other,M,Accepted
10871,1973,Other,M,Accepted
10872,1973,Other,F,Accepted
10873,1973,School of Political Science and International Relations,M,Rejected
10874,1973,Other,F,Accepted
10875,1973,Department of Psychology,M,Accepted
10876,1973,Other,M,Rejected
10877,1973,Department of Mechanical Engineering,F,Accepted
10878,1973,Department of Physics and Astronomy,M,Accepted
10879,1973,Department of Physics and Astronomy,M,Rejected
10880,1973,Other,M,Rejected
10881,1973,School of Medicine,F,Rejected
10882,1973,School of Medicine,F,Rejected
10883,1973,Department of Physics and Astronomy,F,Accepted
10884,1973,School of Medicine,F,Rejected
10885,1973,Other,M,Rejected
10886,1973,Other,M,Accepted
10887,1973,Other,M,Rejected
10888,1973,Department of Psychology,F,Rejected
10889,1973,Other,M,Rejected
10890,1973,Other,M,Accepted
10891,1973,Department of Physics and Astronomy,M,Accepted
10892,1973,Other,M,Accepted
10893,1973,School of Medicine,M,Rejected
10894,1973,Other,M,Accepted
10895,1973,Other,M,Accepted
10896,1973,Other,M,Rejected
10897,1973,Other,M,Rejected
10898,1973,School of Medicine,F,Rejected
10899,1973,Other,M,Accepted
10900,1973,Department of Physics and Astronomy,M,Accepted
10901,1973,Department of Economics,M,Accepted
10902,1973,Other,F,Rejected
10903,1973,Department of Psychology,M,Rejected
10904,1973,Other,F,Accepted
10905,1973,Other,F,Rejected
10906,1973,Other,F,Accepted
10907,1973,Other,M,Accepted
10908,1973,Department of Physics and Astronomy,M,Rejected
10909,1973,School of Medicine,F,Rejected
10910,1973,Department of Physics and Astronomy,M,Accepted
10911,1973,Other,M,Accepted
10912,1973,School of Political Science and International Relations,M,Rejected
10913,1973,Other,M,Rejected
10914,1973,Other,F,Rejected
10915,1973,Department of Physics and Astronomy,M,Accepted
10916,1973,Other,M,Rejected
10917,1973,Other,M,Accepted
10918,1973,Department of Mechanical Engineering,F,Rejected
10919,1973,Department of Physics and Astronomy,M,Accepted
10920,1973,Other,M,Accepted
10921,1973,Other,M,Accepted
10922,1973,Other,M,Accepted
10923,1973,Other,M,Accepted
10924,1973,Other,M,Rejected
10925,1973,Other,F,Rejected
10926,1973,Other,F,Accepted
10927,1973,Other,M,Accepted
10928,1973,Other,M,Rejected
10929,1973,Other,M,Rejected
10930,1973,Other,F,Accepted
10931,1973,Other,F,Rejected
10932,1973,Other,M,Rejected
10933,1973,Department of Mechanical Engineering,M,Rejected
10934,1973,Department of Economics,M,Rejected
10935,1973,Department of Psychology,M,Rejected
10936,1973,Other,M,Rejected
10937,1973,Other,M,Rejected
10938,1973,Department of Psychology,F,Rejected
10939,1973,Other,M,Accepted
10940,1973,Other,F,Rejected
10941,1973,Other,M,Accepted
10942,1973,Department of Psychology,F,Rejected
10943,1973,Department of Physics and Astronomy,M,Accepted
10944,1973,Other,M,Rejected
10945,1973,Department of Physics and Astronomy,M,Accepted
10946,1973,Other,F,Accepted
10947,1973,Other,F,Accepted
10948,1973,Department of Physics and Astronomy,M,Accepted
10949,1973,Other,M,Accepted
10950,1973,Department of Economics,M,Accepted
10951,1973,Department of Mechanical Engineering,F,Rejected
10952,1973,Other,F,Rejected
10953,1973,Other,F,Rejected
10954,1973,Other,F,Accepted
10955,1973,Other,F,Accepted
10956,1973,Other,M,Rejected
10957,1973,Other,M,Rejected
10958,1973,Other,M,Rejected
10959,1973,Department of Physics and Astronomy,M,Accepted
10960,1973,School of Medicine,F,Rejected
10961,1973,School of Medicine,M,Rejected
10962,1973,Other,F,Rejected
10963,1973,Other,F,Rejected
10964,1973,Other,F,Rejected
10965,1973,Other,M,Rejected
10966,1973,School of Medicine,M,Rejected
10967,1973,Department of Physics and Astronomy,M,Accepted
10968,1973,Other,M,Accepted
10969,1973,Other,F,Rejected
10970,1973,School of Political Science and International Relations,F,Accepted
10971,1973,Other,M,Accepted
10972,1973,Other,M,Accepted
10973,1973,Department of Mechanical Engineering,M,Rejected
10974,1973,School of Political Science and International Relations,F,Rejected
10975,1973,School of Political Science and International Relations,F,Rejected
10976,1973,Other,F,Accepted
10977,1973,Other,M,Accepted
10978,1973,Other,F,Accepted
10979,1973,Department of Physics and Astronomy,M,Accepted
10980,1973,Other,M,Accepted
10981,1973,Other,M,Accepted
10982,1973,Department of Physics and Astronomy,M,Accepted
10983,1973,Other,F,Accepted
10984,1973,Other,M,Rejected
10985,1973,Department of Psychology,F,Rejected
10986,1973,Other,M,Rejected
10987,1973,Other,F,Accepted
10988,1973,School of Political Science and International Relations,M,Rejected
10989,1973,Department of Mechanical Engineering,M,Rejected
10990,1973,School of Medicine,F,Rejected
10991,1973,School of Medicine,F,Rejected
10992,1973,Other,M,Rejected
10993,1973,Department of Physics and Astronomy,M,Rejected
10994,1973,Other,M,Rejected
10995,1973,Other,M,Rejected
10996,1973,Other,M,Accepted
10997,1973,Other,M,Accepted
10998,1973,Department of Mechanical Engineering,M,Rejected
10999,1973,Other,F,Accepted
11000,1973,Department of Physics and Astronomy,M,Rejected
11001,1973,Other,M,Rejected
11002,1973,Other,M,Accepted
11003,1973,Other,F,Accepted
11004,1973,School of Medicine,F,Accepted
11005,1973,Other,M,Rejected
11006,1973,Department of Psychology,M,Accepted
11007,1973,Department of Physics and Astronomy,M,Accepted
11008,1973,Other,M,Rejected
11009,1973,Department of Mechanical Engineering,M,Accepted
11010,1973,School of Political Science and International Relations,F,Rejected
11011,1973,Other,M,Rejected
11012,1973,Other,M,Rejected
11013,1973,Other,M,Rejected
11014,1973,School of Medicine,M,Rejected
11015,1973,Other,M,Accepted
11016,1973,Department of Mechanical Engineering,F,Rejected
11017,1973,Other,M,Accepted
11018,1973,School of Political Science and International Relations,F,Rejected
11019,1973,Other,F,Rejected
11020,1973,Other,M,Rejected
11021,1973,Department of Economics,M,Accepted
11022,1973,Other,M,Rejected
11023,1973,Department of Economics,M,Rejected
11024,1973,Other,M,Accepted
11025,1973,Other,M,Accepted
11026,1973,Other,M,Rejected
11027,1973,Other,M,Rejected
11028,1973,School of Medicine,M,Rejected
11029,1973,Other,F,Accepted
11030,1973,Other,M,Accepted
11031,1973,Other,F,Accepted
11032,1973,Other,M,Rejected
11033,1973,Other,M,Accepted
11034,1973,School of Medicine,F,Rejected
11035,1973,Other,F,Rejected
11036,1973,Other,M,Accepted
11037,1973,Other,M,Rejected
11038,1973,Department of Psychology,M,Rejected
11039,1973,Other,M,Rejected
11040,1973,Department of Mechanical Engineering,F,Accepted
11041,1973,Other,F,Rejected
11042,1973,School of Medicine,F,Rejected
11043,1973,Other,M,Accepted
11044,1973,Other,M,Rejected
11045,1973,Department of Physics and Astronomy,M,Accepted
11046,1973,Other,M,Rejected
11047,1973,Department of Economics,M,Rejected
11048,1973,Department of Economics,M,Rejected
11049,1973,Other,M,Rejected
11050,1973,Other,M,Accepted
11051,1973,Other,M,Accepted
11052,1973,Department of Mechanical Engineering,F,Rejected
11053,1973,Other,M,Accepted
11054,1973,Other,F,Rejected
11055,1973,Other,F,Accepted
11056,1973,School of Political Science and International Relations,M,Rejected
11057,1973,Department of Psychology,F,Rejected
11058,1973,Other,F,Rejected
11059,1973,Other,F,Rejected
11060,1973,Other,M,Rejected
11061,1973,Other,M,Rejected
11062,1973,Other,M,Accepted
11063,1973,Department of Mechanical Engineering,M,Rejected
11064,1973,School of Medicine,M,Rejected
11065,1973,Other,M,Rejected
11066,1973,Other,M,Rejected
11067,1973,Other,F,Rejected
11068,1973,Other,F,Accepted
11069,1973,Other,M,Rejected
11070,1973,Other,M,Accepted
11071,1973,Other,M,Accepted
11072,1973,Department of Physics and Astronomy,M,Accepted
11073,1973,Other,F,Accepted
11074,1973,Other,M,Rejected
11075,1973,Other,M,Rejected
11076,1973,School of Political Science and International Relations,F,Rejected
11077,1973,Department of Mechanical Engineering,F,Rejected
11078,1973,Department of Mechanical Engineering,F,Rejected
11079,1973,Other,F,Accepted
11080,1973,Department of Physics and Astronomy,M,Accepted
11081,1973,Other,M,Accepted
11082,1973,Department of Mechanical Engineering,F,Rejected
11083,1973,Department of Mechanical Engineering,M,Rejected
11084,1973,School of Medicine,F,Rejected
11085,1973,Other,M,Rejected
11086,1973,Other,M,Rejected
11087,1973,Department of Economics,M,Rejected
11088,1973,Other,M,Accepted
11089,1973,Department of Mechanical Engineering,M,Accepted
11090,1973,Other,M,Accepted
11091,1973,Other,M,Rejected
11092,1973,Other,F,Rejected
11093,1973,Department of Physics and Astronomy,F,Rejected
11094,1973,Department of Psychology,F,Rejected
11095,1973,Other,F,Accepted
11096,1973,Other,M,Accepted
11097,1973,Other,F,Accepted
11098,1973,Department of Economics,M,Rejected
11099,1973,Other,M,Rejected
11100,1973,Other,F,Accepted
11101,1973,Other,M,Rejected
11102,1973,Department of Economics,M,Accepted
11103,1973,Other,M,Accepted
11104,1973,School of Medicine,M,Rejected
11105,1973,Other,M,Accepted
11106,1973,Other,M,Accepted
11107,1973,Other,M,Rejected
11108,1973,Other,M,Accepted
11109,1973,School of Political Science and International Relations,M,Rejected
11110,1973,School of Political Science and International Relations,F,Rejected
11111,1973,Other,M,Rejected
11112,1973,Other,M,Rejected
11113,1973,Other,M,Rejected
11114,1973,Other,F,Rejected
11115,1973,Other,M,Rejected
11116,1973,Department of Physics and Astronomy,M,Accepted
11117,1973,Department of Economics,M,Rejected
11118,1973,Department of Economics,M,Accepted
11119,1973,Other,F,Rejected
11120,1973,Department of Psychology,F,Rejected
11121,1973,Other,M,Accepted
11122,1973,Other,M,Accepted
11123,1973,Other,F,Accepted
11124,1973,Department of Physics and Astronomy,M,Accepted
11125,1973,Other,F,Rejected
11126,1973,Department of Psychology,M,Rejected
11127,1973,Other,M,Accepted
11128,1973,Department of Physics and Astronomy,M,Rejected
11129,1973,Department of Physics and Astronomy,F,Accepted
11130,1973,School of Political Science and International Relations,F,Rejected
11131,1973,School of Political Science and International Relations,F,Rejected
11132,1973,Other,M,Rejected
11133,1973,Other,M,Accepted
11134,1973,Other,M,Accepted
11135,1973,Other,M,Rejected
11136,1973,Other,M,Rejected
11137,1973,Other,F,Rejected
11138,1973,Department of Economics,M,Accepted
11139,1973,Other,F,Accepted
11140,1973,Department of Psychology,F,Rejected
11141,1973,Other,F,Accepted
11142,1973,Other,M,Rejected
11143,1973,Other,M,Rejected
11144,1973,Other,M,Rejected
11145,1973,Other,M,Rejected
11146,1973,Department of Physics and Astronomy,M,Accepted
11147,1973,Department of Psychology,M,Rejected
11148,1973,School of Political Science and International Relations,F,Rejected
11149,1973,Other,F,Rejected
11150,1973,Other,F,Rejected
11151,1973,Department of Psychology,F,Rejected
11152,1973,Other,M,Accepted
11153,1973,Other,F,Accepted
11154,1973,Other,M,Accepted
11155,1973,Department of Physics and Astronomy,F,Rejected
11156,1973,Department of Psychology,M,Rejected
11157,1973,Other,M,Accepted
11158,1973,Other,F,Rejected
11159,1973,Department of Economics,M,Accepted
11160,1973,Department of Mechanical Engineering,F,Rejected
11161,1973,Other,F,Rejected
11162,1973,School of Political Science and International Relations,F,Accepted
11163,1973,School of Medicine,F,Rejected
11164,1973,Other,M,Rejected
11165,1973,Other,F,Accepted
11166,1973,Department of Physics and Astronomy,F,Accepted
11167,1973,Other,M,Accepted
11168,1973,Other,M,Rejected
11169,1973,Department of Physics and Astronomy,M,Accepted
11170,1973,Other,M,Rejected
11171,1973,Other,F,Rejected
11172,1973,Other,M,Rejected
11173,1973,Other,M,Rejected
11174,1973,Other,M,Rejected
11175,1973,Department of Physics and Astronomy,M,Rejected
11176,1973,Other,M,Rejected
11177,1973,Department of Mechanical Engineering,M,Rejected
11178,1973,Department of Mechanical Engineering,M,Rejected
11179,1973,Other,M,Rejected
11180,1973,School of Medicine,M,Accepted
11181,1973,Department of Mechanical Engineering,F,Rejected
11182,1973,Other,M,Rejected
11183,1973,Other,F,Rejected
11184,1973,Other,F,Rejected
11185,1973,Other,M,Rejected
11186,1973,Other,M,Accepted
11187,1973,Other,F,Rejected
11188,1973,Department of Mechanical Engineering,F,Rejected
11189,1973,Other,M,Rejected
11190,1973,Department of Physics and Astronomy,M,Rejected
11191,1973,Other,F,Rejected
11192,1973,Other,F,Rejected
11193,1973,School of Medicine,F,Rejected
11194,1973,Other,F,Accepted
11195,1973,Other,F,Accepted
11196,1973,Other,M,Rejected
11197,1973,Other,M,Rejected
11198,1973,Department of Mechanical Engineering,F,Accepted
11199,1973,Other,F,Rejected
11200,1973,Department of Mechanical Engineering,F,Accepted
11201,1973,Other,M,Accepted
11202,1973,Other,F,Rejected
11203,1973,Other,M,Accepted
11204,1973,Department of Psychology,F,Rejected
11205,1973,Department of Physics and Astronomy,M,Accepted
11206,1973,Other,M,Rejected
11207,1973,Other,M,Accepted
11208,1973,Other,M,Rejected
11209,1973,School of Medicine,F,Accepted
11210,1973,Other,M,Rejected
11211,1973,School of Political Science and International Relations,F,Rejected
11212,1973,Department of Physics and Astronomy,M,Accepted
11213,1973,Other,M,Accepted
11214,1973,School of Medicine,F,Rejected
11215,1973,Other,M,Rejected
11216,1973,Other,M,Accepted
11217,1973,Department of Psychology,M,Rejected
11218,1973,Other,M,Rejected
11219,1973,School of Political Science and International Relations,F,Rejected
11220,1973,Other,M,Rejected
11221,1973,School of Political Science and International Relations,F,Rejected
11222,1973,Other,F,Accepted
11223,1973,Other,M,Accepted
11224,1973,Department of Physics and Astronomy,M,Rejected
11225,1973,Other,M,Accepted
11226,1973,Other,F,Rejected
11227,1973,Other,M,Rejected
11228,1973,Other,M,Rejected
11229,1973,Department of Physics and Astronomy,M,Accepted
11230,1973,Other,F,Accepted
11231,1973,Other,M,Accepted
11232,1973,School of Medicine,F,Rejected
11233,1973,Other,F,Accepted
11234,1973,Other,M,Rejected
11235,1973,Department of Mechanical Engineering,M,Accepted
11236,1973,Department of Psychology,F,Rejected
11237,1973,Department of Economics,M,Rejected
11238,1973,School of Medicine,M,Accepted
11239,1973,Department of Psychology,F,Rejected
11240,1973,Other,F,Rejected
11241,1973,Other,M,Accepted
11242,1973,Other,F,Rejected
11243,1973,Other,M,Accepted
11244,1973,School of Medicine,M,Rejected
11245,1973,Other,F,Accepted
11246,1973,Other,M,Rejected
11247,1973,Other,F,Accepted
11248,1973,Other,M,Rejected
11249,1973,Other,F,Rejected
11250,1973,Other,M,Rejected
11251,1973,Other,M,Rejected
11252,1973,Other,F,Rejected
11253,1973,Department of Physics and Astronomy,M,Accepted
11254,1973,Department of Physics and Astronomy,M,Accepted
11255,1973,Other,M,Rejected
11256,1973,Department of Economics,M,Accepted
11257,1973,Other,M,Rejected
11258,1973,Department of Mechanical Engineering,F,Rejected
11259,1973,School of Medicine,M,Rejected
11260,1973,Department of Physics and Astronomy,M,Rejected
11261,1973,Department of Physics and Astronomy,M,Rejected
11262,1973,Department of Economics,M,Accepted
11263,1973,School of Political Science and International Relations,F,Accepted
11264,1973,Other,M,Rejected
11265,1973,Other,F,Rejected
11266,1973,Other,M,Rejected
11267,1973,Department of Physics and Astronomy,M,Accepted
11268,1973,School of Medicine,M,Rejected
11269,1973,Other,M,Accepted
11270,1973,Other,F,Rejected
11271,1973,Other,M,Accepted
11272,1973,Other,F,Accepted
11273,1973,Other,M,Rejected
11274,1973,School of Political Science and International Relations,F,Accepted
11275,1973,Department of Physics and Astronomy,M,Accepted
11276,1973,Other,M,Rejected
11277,1973,Other,F,Rejected
11278,1973,Other,M,Accepted
11279,1973,School of Political Science and International Relations,F,Accepted
11280,1973,Department of Physics and Astronomy,M,Accepted
11281,1973,Other,M,Accepted
11282,1973,School of Medicine,F,Rejected
11283,1973,Other,M,Accepted
11284,1973,Other,M,Accepted
11285,1973,Department of Psychology,M,Rejected
11286,1973,Other,M,Rejected
11287,1973,Department of Psychology,F,Rejected
11288,1973,Department of Psychology,F,Rejected
11289,1973,Department of Physics and Astronomy,M,Rejected
11290,1973,Department of Mechanical Engineering,F,Rejected
11291,1973,Other,M,Rejected
11292,1973,Other,M,Rejected
11293,1973,Other,F,Rejected
11294,1973,School of Medicine,F,Rejected
11295,1973,Other,M,Accepted
11296,1973,Other,M,Rejected
11297,1973,Other,M,Rejected
11298,1973,School of Medicine,F,Rejected
11299,1973,Department of Mechanical Engineering,F,Rejected
11300,1973,Other,M,Accepted
11301,1973,School of Medicine,F,Rejected
11302,1973,Department of Economics,M,Rejected
11303,1973,Other,M,Accepted
11304,1973,Other,M,Accepted
11305,1973,Other,F,Rejected
11306,1973,Other,F,Rejected
11307,1973,Other,M,Accepted
11308,1973,Department of Physics and Astronomy,M,Accepted
11309,1973,Other,M,Rejected
11310,1973,Other,F,Rejected
11311,1973,Other,M,Rejected
11312,1973,Other,M,Accepted
11313,1973,Department of Physics and Astronomy,M,Accepted
11314,1973,Other,F,Rejected
11315,1973,Department of Physics and Astronomy,M,Accepted
11316,1973,Other,M,Rejected
11317,1973,Department of Physics and Astronomy,M,Accepted
11318,1973,Other,M,Accepted
11319,1973,School of Medicine,M,Accepted
11320,1973,Department of Physics and Astronomy,M,Accepted
11321,1973,Other,F,Rejected
11322,1973,Other,F,Accepted
11323,1973,Department of Economics,M,Accepted
11324,1973,Department of Mechanical Engineering,F,Accepted
11325,1973,Department of Psychology,M,Rejected
11326,1973,School of Political Science and International Relations,F,Rejected
11327,1973,Other,M,Rejected
11328,1973,Department of Psychology,M,Rejected
11329,1973,Department of Physics and Astronomy,M,Accepted
11330,1973,Department of Physics and Astronomy,F,Accepted
11331,1973,Department of Economics,M,Rejected
11332,1973,Other,M,Accepted
11333,1973,Department of Mechanical Engineering,F,Rejected
11334,1973,Other,M,Accepted
11335,1973,School of Medicine,F,Accepted
11336,1973,Department of Mechanical Engineering,M,Rejected
11337,1973,Other,F,Rejected
11338,1973,Other,M,Rejected
11339,1973,Other,M,Accepted
11340,1973,Other,M,Accepted
11341,1973,Other,F,Rejected
11342,1973,Other,F,Rejected
11343,1973,Department of Physics and Astronomy,M,Accepted
11344,1973,Other,M,Accepted
11345,1973,Department of Physics and Astronomy,M,Accepted
11346,1973,Other,M,Accepted
11347,1973,Department of Physics and Astronomy,M,Rejected
11348,1973,Other,M,Rejected
11349,1973,Other,M,Accepted
11350,1973,Other,F,Rejected
11351,1973,School of Medicine,M,Rejected
11352,1973,Other,M,Rejected
11353,1973,Other,M,Rejected
11354,1973,Other,M,Accepted
11355,1973,Other,M,Rejected
11356,1973,Other,M,Rejected
11357,1973,Department of Psychology,F,Rejected
11358,1973,Other,M,Rejected
11359,1973,Other,M,Rejected
11360,1973,Department of Physics and Astronomy,M,Accepted
11361,1973,Other,F,Rejected
11362,1973,Other,M,Accepted
11363,1973,School of Medicine,M,Rejected
11364,1973,Other,M,Rejected
11365,1973,School of Medicine,M,Rejected
11366,1973,Department of Economics,M,Rejected
